eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences
pdnc,qID,Q410-0,the Marquis's,181097,181110,12,662,9,M_2734,The only thing I can see to do is actually to take advantage of the very things that are in the Marquis's favour.,"Il faut, c'est le seul moyen qui m'apparaisse, nous prevaloir precisement des avantages du marquis.",1790,aligned,195981,196080,181005,181118,"Il faut, c'est le seul moyen qui m'apparaisse, nous prevaloir precisement des avantages du marquis. ","The only thing I can see
to do is actually to take advantage of the very things that are in the
Marquis's favour. ",['les marquis'],"[(None, None, None)]"
booknlp,COREF,116,I,181119,181120,9,662,9,M_2735,I am going to profit by the fact that he is a highly respected nobleman.,Je compte me servir de sa reputation d'aristocrate et de ce fait qu'il a beaucoup d'amis et qu'il frequente la meilleure societe.,1791,aligned,196081,196210,181119,181191,"Je compte me servir de sa reputation d'aristocrate et de ce fait qu'il a beaucoup d'amis et qu'il frequente la meilleure societe.
","I am going to profit by the fact that he is a highly
respected nobleman. ","['je', ""j'""]","[('je', 196081, 196083)]"
pdnc,qID,Q410-0,he,181157,181159,12,662,9,M_2736,I am going to profit by the fact that he is a highly respected nobleman.,Je compte me servir de sa reputation d'aristocrate et de ce fait qu'il a beaucoup d'amis et qu'il frequente la meilleure societe.,1791,aligned,196081,196210,181119,181191,"Je compte me servir de sa reputation d'aristocrate et de ce fait qu'il a beaucoup d'amis et qu'il frequente la meilleure societe.
","I am going to profit by the fact that he is a highly
respected nobleman. ",['il'],"[('il', 196149, 196151), ('il', 196176, 196178)]"
pdnc,qID,Q411-0,you,181303,181306,9,663,9,M_2739,"""What the devil are you talking about?""",-- Que diable nous chantez-vous la ?,1792,aligned,196212,196248,181284,181321,-- Que diable nous chantez-vous la ? ,"What the devil are you talking about?""","['tu', 'vous']","[('vous', 196239, 196243)]"
exp,exp_name,syme,Syme,181409,181413,9,664,9,M_2741,"""The Symes are first mentioned in the fourteenth century,"" said Syme;","'-- La famille des Syme remonte au xive siecle, dit Syme.",1805,aligned,196273,196329,181346,181414,"-- La famille des Syme remonte au xive siecle, dit Syme. ","The Symes are first mentioned in the fourteenth century,"" said Syme;
",['Symer'],"[(None, None, None)]"
pdnc,qID,Q413-0,He's,181531,181535,9,665,9,M_2742,"""He's gone off his head,"" said the little Doctor, staring.","-- Il radote, murmura le petit docteur.",1803,aligned,196475,196514,181531,181588,"-- Il radote, murmura le petit docteur.
","He's gone off his head,"" said the little Doctor, staring.
",['Il est'],"[(None, None, None)]"
pdnc,qID,Q413-0,his,181545,181548,9,665,9,M_2743,"""He's gone off his head,"" said the little Doctor, staring.","-- Il radote, murmura le petit docteur.",1803,aligned,196475,196514,181531,181588,"-- Il radote, murmura le petit docteur.
","He's gone off his head,"" said the little Doctor, staring.
","['son', 'sa', 'ses', 'le sien']","[(None, None, None)]"
pdnc,qID,Q414-0,Our,181591,181594,9,666,9,M_2744,"""Our bearings,"" continued Syme calmly, ""are argent a chevron gules charged with three cross crosslets of the field.'","-- Nous portons, continua Syme, tres calme d'argent avec un chevron de gueule, charge de trois croisillons.",1796,aligned,196516,196623,181591,181706,"-- Nous portons, continua Syme, tres calme d'argent avec un chevron de gueule, charge de trois croisillons. ","Our bearings,"" continued Syme calmly, ""are  argent a chevron gules
charged with three cross crosslets of the field.'",['Notre'],"[(None, None, None)]"
exp,exp_name,syme,Syme,181616,181620,9,666,9,M_2745,"""Our bearings,"" continued Syme calmly, ""are argent a chevron gules charged with three cross crosslets of the field.'","-- Nous portons, continua Syme, tres calme d'argent avec un chevron de gueule, charge de trois croisillons.",1796,aligned,196516,196623,181591,181706,"-- Nous portons, continua Syme, tres calme d'argent avec un chevron de gueule, charge de trois croisillons. ","Our bearings,"" continued Syme calmly, ""are  argent a chevron gules
charged with three cross crosslets of the field.'",['Symer'],"[(None, None, None)]"
exp,exp_name,the professor,The Professor,181728,181741,16,667,9,M_2746,The Professor seized Syme roughly by the waistcoat.,Le professeur saisit brutalement Syme par le gilet.,1801,aligned,196661,196712,181728,181779,"Le professeur saisit brutalement Syme par le gilet.
","The Professor seized Syme roughly by the waistcoat.
",['Le professeur'],"[('Le professeur', 196661, 196674)]"
exp,exp_name,syme,Syme,181749,181753,9,667,9,M_2747,The Professor seized Syme roughly by the waistcoat.,Le professeur saisit brutalement Syme par le gilet.,1801,aligned,196661,196712,181728,181779,"Le professeur saisit brutalement Syme par le gilet.
","The Professor seized Syme roughly by the waistcoat.
",['Symer'],"[(None, None, None)]"
booknlp,COREF,773,he,181804,181806,16,668,9,M_2748,"""We are just inshore,"" he said.","-- Ecoutez, dit-il, nous voici au port.",1800,aligned,196714,196753,181782,181812,"-- Ecoutez, dit-il, nous voici au port. ","We are just inshore,"" he said. ",['il'],"[('il', 196730, 196732)]"
pdnc,qID,Q415-1,you,181818,181821,9,668,9,M_2749,"""Are you seasick or joking in the wrong place?""","Avez-vous le mal de mer, ou faites-vous de l'esprit hors de propos ?",1799,aligned,196754,196822,181814,181859,"Avez-vous le mal de mer, ou faites-vous de l'esprit hors de propos ?
","Are you seasick or joking in the wrong
place?""","['tu', 'vous']","[('vous', 196759, 196763), ('vous', 196789, 196793)]"
booknlp,COREF,116,My,181863,181865,9,669,9,M_2750,"""My remarks are almost painfully practical,"" answered Syme, in an unhurried manner.","-- Les renseignements que je vous donne, repondit Syme sans se laisser deconcerter, ont un interet si pratique que cela en est presque douloureux.",1798,aligned,196824,196970,181863,181945,"-- Les renseignements que je vous donne, repondit Syme sans se laisser deconcerter, ont un interet si pratique que cela en est presque douloureux. ","My remarks are almost painfully practical,"" answered Syme, in an
unhurried manner. ",['Mon'],"[(None, None, None)]"
exp,exp_name,syme,Syme,181916,181920,9,669,9,M_2751,"""My remarks are almost painfully practical,"" answered Syme, in an unhurried manner.","-- Les renseignements que je vous donne, repondit Syme sans se laisser deconcerter, ont un interet si pratique que cela en est presque douloureux.",1798,aligned,196824,196970,181863,181945,"-- Les renseignements que je vous donne, repondit Syme sans se laisser deconcerter, ont un interet si pratique que cela en est presque douloureux. ","My remarks are almost painfully practical,"" answered Syme, in an
unhurried manner. ",['Symer'],"[(None, None, None)]"
pdnc,qID,Q416-1,The Marquis,181995,182006,12,669,9,M_2752,The Marquis cannot deny that he is a gentleman.,"Le marquis est un gentilhomme, il n'en pourrait disconvenir.",1806,aligned,197031,197091,181995,182042,"Le marquis est un gentilhomme, il n'en pourrait disconvenir. ","The
Marquis cannot deny that he is a gentleman. ",['Le marquis'],"[('Le marquis', 197031, 197041)]"
pdnc,qID,Q416-1,he,182024,182026,12,669,9,M_2753,The Marquis cannot deny that he is a gentleman.,"Le marquis est un gentilhomme, il n'en pourrait disconvenir.",1806,aligned,197031,197091,181995,182042,"Le marquis est un gentilhomme, il n'en pourrait disconvenir. ","The
Marquis cannot deny that he is a gentleman. ",['il'],"[('il', 197062, 197064)]"
pdnc,qID,Q416-1,He,182043,182045,12,669,9,M_2754,He cannot deny that I am a gentleman.,"Il ne saurait, de son cote, nier que j'en sois un.",1807,aligned,197092,197142,182043,182080,"Il ne saurait, de son cote, nier que j'en sois un. ","He cannot deny that I am a
gentleman. ",['Il'],"[('Il', 197092, 197094)]"
booknlp,COREF,116,I,182063,182064,9,669,9,M_2755,He cannot deny that I am a gentleman.,"Il ne saurait, de son cote, nier que j'en sois un.",1807,aligned,197092,197142,182043,182080,"Il ne saurait, de son cote, nier que j'en sois un. ","He cannot deny that I am a
gentleman. ","['je', ""j'""]","[(""j'"", 197129, 197131)]"
booknlp,COREF,116,my,182115,182117,9,669,9,M_2756,"And in order to put the matter of my social position quite beyond a doubt, I propose at the earliest opportunity to knock his hat off.","Afin de mettre ma position sociale hors de conteste, je vais lui faire tomber son chapeau...",1808,aligned,197143,197235,182081,182215,"Afin de mettre ma position sociale hors de conteste, je vais lui faire tomber son chapeau... ","And in order to put the matter of my social position quite
beyond a doubt, I propose at the earliest opportunity to knock his hat
off. ","['mon', 'ma', 'mes']","[('ma', 197158, 197160)]"
booknlp,COREF,116,I,182156,182157,9,669,9,M_2757,"And in order to put the matter of my social position quite beyond a doubt, I propose at the earliest opportunity to knock his hat off.","Afin de mettre ma position sociale hors de conteste, je vais lui faire tomber son chapeau...",1808,aligned,197143,197235,182081,182215,"Afin de mettre ma position sociale hors de conteste, je vais lui faire tomber son chapeau... ","And in order to put the matter of my social position quite
beyond a doubt, I propose at the earliest opportunity to knock his hat
off. ","['je', ""j'""]","[('je', 197196, 197198)]"
pdnc,qID,Q416-1,his,182203,182206,12,669,9,M_2758,"And in order to put the matter of my social position quite beyond a doubt, I propose at the earliest opportunity to knock his hat off.","Afin de mettre ma position sociale hors de conteste, je vais lui faire tomber son chapeau...",1808,aligned,197143,197235,182081,182215,"Afin de mettre ma position sociale hors de conteste, je vais lui faire tomber son chapeau... ","And in order to put the matter of my social position quite
beyond a doubt, I propose at the earliest opportunity to knock his hat
off. ","['son', 'sa', 'ses', 'le sien']","[('son', 197221, 197224)]"
booknlp,COREF,116,he,182502,182504,9,670,9,M_2762,"As he went before them his step was slightly swaggering, and he swung his stick like a sword.","Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.",1812,aligned,197541,197638,182499,182592,"Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.
","As he went before them his step
was slightly swaggering, and he swung his stick like a sword. ",['il'],"[('il', 197541, 197543)]"
booknlp,COREF,116,his,182522,182525,9,670,9,M_2763,"As he went before them his step was slightly swaggering, and he swung his stick like a sword.","Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.",1812,aligned,197541,197638,182499,182592,"Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.
","As he went before them his step
was slightly swaggering, and he swung his stick like a sword. ","['son', 'sa', 'ses', 'le sien']","[('sa', 197629, 197631)]"
booknlp,COREF,116,he,182560,182562,9,670,9,M_2764,"As he went before them his step was slightly swaggering, and he swung his stick like a sword.","Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.",1812,aligned,197541,197638,182499,182592,"Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.
","As he went before them his step
was slightly swaggering, and he swung his stick like a sword. ",['il'],"[('il', 197541, 197543)]"
booknlp,COREF,116,his,182569,182572,9,670,9,M_2765,"As he went before them his step was slightly swaggering, and he swung his stick like a sword.","Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.",1812,aligned,197541,197638,182499,182592,"Il marchait devant eux d'un pas alerte, se dandinant un peu et faisant le moulinet avec sa canne.
","As he went before them his step
was slightly swaggering, and he swung his stick like a sword. ","['son', 'sa', 'ses', 'le sien']","[('sa', 197629, 197631)]"
booknlp,COREF,116,He,182593,182595,9,670,9,M_2766,"He was making apparently for the extreme end of the line of caf s, but he stopped abruptly.","Il parut d'abord avoir jete son devolu sur le dernier cafe, mais soudain il s'arreta.",1813,aligned,197640,197725,182593,182684,"Il parut d'abord avoir jete son devolu sur le dernier cafe, mais soudain il s'arreta. ","He was
making apparently for the extreme end of the line of caf s, but he
stopped abruptly. ",['Il'],"[('Il', 197640, 197642), ('Il', 197713, 197715)]"
booknlp,COREF,116,he,182664,182666,9,670,9,M_2767,"He was making apparently for the extreme end of the line of caf s, but he stopped abruptly.","Il parut d'abord avoir jete son devolu sur le dernier cafe, mais soudain il s'arreta.",1813,aligned,197640,197725,182593,182684,"Il parut d'abord avoir jete son devolu sur le dernier cafe, mais soudain il s'arreta. ","He was
making apparently for the extreme end of the line of caf s, but he
stopped abruptly. ",['il'],"[('il', 197640, 197642), ('il', 197713, 197715)]"
booknlp,COREF,116,he,182706,182708,9,670,9,M_2768,"With a sharp gesture he motioned them to silence, but he pointed with one gloved finger to a caf table under a bank of flowering foliage at which sat the Marquis de St. Eustache, his teeth shining in his thick, black beard, and his bold, brown face shadowed by a light yellow straw hat and outlined against the violet sea. ~~~ CHAPTER X.","Imperieusement, de sa main gantee, il commanda le silence a ses deux compagnons, puis il leur designa la terrasse d'un cafe a demi cachee par la feuillee epaisse, et, a cette terrasse, une table a laquelle le marquis de Saint-Eustache etait assis ; ses dents brillaient dans son abondante barbe noire ; abritee d'un leger chapeau de paille, sa figure energique, au teint bruni, s'estompait sur le fond violet de la mer.",1814,aligned,197726,198145,182685,183023,"Imperieusement, de sa main gantee, il commanda le silence a ses deux compagnons, puis il leur designa la terrasse d'un cafe a demi cachee par la feuillee epaisse, et, a cette terrasse, une table a laquelle le marquis de Saint-Eustache etait assis ; ses dents brillaient dans son abondante barbe noire ; abritee d'un leger chapeau de paille, sa figure energique, au teint bruni, s'estompait sur le fond violet de la mer.
","With a sharp gesture he motioned them to silence, but
he pointed with one gloved finger to a caf  table under a bank of
flowering foliage at which sat the Marquis de St. Eustache, his teeth
shining in his thick, black beard, and his bold, brown face shadowed by
a light yellow straw hat and outlined against the violet sea.




CHAPTER X.
",['il'],"[('il', 197761, 197763), ('il', 197812, 197814)]"
