eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,fr_text,fr_startByte,fr_endByte
booknlp,COREF,40,her,140945,140948,0,803,12,M_3234,"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.",">> La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.",1440,aligned,152254,152594,140874,141214,"La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.
","At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.
",elle,152327.0,152331.0
booknlp,COREF,40,she,140950,140953,0,803,12,M_3235,"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.",">> La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.",1440,aligned,152254,152594,140874,141214,"La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.
","At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.
",elle,152424.0,152428.0
booknlp,COREF,40,herself,141048,141055,0,803,12,M_3236,"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.",">> La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.",1440,aligned,152254,152594,140874,141214,"La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.
","At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.
",se,152429.0,152431.0
booknlp,COREF,40,her,141080,141083,0,803,12,M_3237,"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.",">> La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.",1440,aligned,152254,152594,140874,141214,"La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.
","At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.
",sa,152487.0,152489.0
exp,exp_name,her sister,her sister,141103,141113,4,803,12,M_3238,"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.",">> La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.",1440,aligned,152254,152594,140874,141214,"La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.
","At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.
",sa soeur,152487.0,152495.0
booknlp,COREF,78,her,141205,141208,4,803,12,M_3239,"At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.",">> La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.",1440,aligned,152254,152594,140874,141214,"La-dessus tout le paquet sauta en l'air et retomba en tourbillonnant sur elle ; Alice poussa un petit cri, moitie de peur, moitie de colere, et essaya de les repousser ; elle se trouva etendue sur le gazon, la tete sur les genoux de sa soeur, qui ecartait doucement de sa figure les feuilles mortes tombees en voltigeant du haut des arbres.
","At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.
",sa,152523.0,152525.0
pdnc,qID,Q694-0, Alice dear,141225,141236,0,804,12,M_3240,"""Wake up, Alice dear!"" said her sister;","""<< Reveillez-vous, chere Alice ! >> lui dit sa soeur.",1442,aligned,152599,152649,141217,141255,"Reveillez-vous, chere Alice ! >> lui dit sa soeur. ","Wake up, Alice dear!"" said her sister; ",,,
exp,exp_name,her sister,her sister,141244,141254,4,804,12,M_3241,"""Wake up, Alice dear!"" said her sister;","""<< Reveillez-vous, chere Alice ! >> lui dit sa soeur.",1442,aligned,152599,152649,141217,141255,"Reveillez-vous, chere Alice ! >> lui dit sa soeur. ","Wake up, Alice dear!"" said her sister; ",sa soeur,152640.0,152648.0
pdnc,qID,Q694-1,you,141280,141283,0,804,12,M_3242,"""Why, what a long sleep you've had!""","""<< Quel long somme vous venez de faire ! >>",1443,aligned,152653,152690,141257,141291,Quel long somme vous venez de faire ! ,"Why, what a long sleep you've had!""",vous,152669.0,152673.0
booknlp,COREF,40,I,141299,141300,0,805,12,M_3243,"""Oh, I've had such a curious dream!"" said Alice,","<< Oh ! ~~~ j'ai fait un si drole de reve, >> dit Alice ;",1444,aligned,152697,152747,141295,141342,"Oh ! j'ai fait un si drole de reve, >> dit Alice ; ","Oh, I've had such a curious dream!"" said Alice, ",j',152702.0,152704.0
exp,exp_name,alice,Alice,141336,141341,0,805,12,M_3244,"""Oh, I've had such a curious dream!"" said Alice,","<< Oh ! ~~~ j'ai fait un si drole de reve, >> dit Alice ;",1444,aligned,152697,152747,141295,141342,"Oh ! j'ai fait un si drole de reve, >> dit Alice ; ","Oh, I've had such a curious dream!"" said Alice, ",,,
booknlp,COREF,40,she,141347,141350,0,805,12,M_3245,"and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about;","et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ;",1445,aligned,152748,152864,141343,141479,"et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ; ","and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; ",elle,152751.0,152755.0
exp,exp_name,her sister,her sister,141356,141366,4,805,12,M_3246,"and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about;","et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ;",1445,aligned,152748,152864,141343,141479,"et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ; ","and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; ",sa soeur,152766.0,152774.0
booknlp,COREF,40,she,141379,141382,0,805,12,M_3247,"and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about;","et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ;",1445,aligned,152748,152864,141343,141479,"et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ; ","and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; ",elle,152786.0,152790.0
booknlp,COREF,40,hers,141436,141440,0,805,12,M_3248,"and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about;","et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ;",1445,aligned,152748,152864,141343,141479,"et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ; ","and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; ",,,
booknlp,COREF,78,you,141446,141449,4,805,12,M_3249,"and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about;","et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ;",1445,aligned,152748,152864,141343,141479,"et elle raconta a sa soeur, autant qu'elle put s'en souvenir, toutes les etranges aventures que vous venez de lire ; ","and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; ",vous,152844.0,152848.0
booknlp,COREF,40,she,141489,141492,0,805,12,M_3250,"and when she had finished, her sister kissed her, and said,","et, quand elle eut fini son recit, sa soeur lui dit en l'embrassant :",1446,aligned,152865,152934,141480,141539,"et, quand elle eut fini son recit, sa soeur lui dit en l'embrassant : ","and when she had finished, her sister kissed her, and said, ",elle,152875.0,152879.0
